Weapon,CrimeId
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",669784
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",978036
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",870617
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",838662
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",379230
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",644497
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",602661
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",171684
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",603626
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",404439
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",298007
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",107330
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",971684
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",92908
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",382381
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",83294
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",94962
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",257326
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",574016
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",77680
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",910292
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",695562
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",866092
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",761646
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",974695
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",436516
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",822192
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",273208
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",654781
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",127093
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",725351
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",597809
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",714856
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",291349
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",254934
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",766242
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",602317
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",966520
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",262290
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",258445
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",13207
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",269868
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",150989
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",648827
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",902053
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",2857
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",134174
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",68366
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",633829
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",450866
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",377772
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",133942
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",462273
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",23431
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",967773
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",972228
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",818729
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",309098
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",217227
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",437342
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",353768
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",407052
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",96199
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",760640
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",26116
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",868095
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",210839
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",618683
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",240571
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",435606
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",878056
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",628812
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",975136
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",637541
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",817889
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",527509
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",348726
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",543748
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",625402
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",536983
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",86362
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",408270
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",367904
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",974616
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",741357
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",262863
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",240552
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",48055
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",401613
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",493288
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",709751
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",575735
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",781274
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",873691
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",496426
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",963978
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",721249
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",115556
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",475480
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",955031
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",129451
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",966649
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",246087
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",250734
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",871464
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",678582
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",32861
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",145619
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",651618
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",673197
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",688178
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",484183
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",974750
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",437012
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",285111
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",893798
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",466574
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",21426
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",708802
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",460574
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",913673
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",671611
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",746882
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",812332
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",472242
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",963457
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",116590
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",328364
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",884952
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",253573
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",979969
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",469180
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",357915
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",347043
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",668442
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",608151
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",66213
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",629951
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",21984
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",973155
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",518359
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",977421
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",578018
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",145605
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34237
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",259987
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",112590
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",55318
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",174099
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",432102
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",255916
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",348963
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",440143
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",979689
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",32383
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",669510
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",634610
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",762870
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",978185
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",970482
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",542430
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",802221
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",459526
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",976815
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",817711
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",975614
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",26032
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",623959
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",556853
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",929174
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",15099
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6602
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",266319
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",466766
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",130541
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",358400
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",878492
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",971853
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",761138
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",248328
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",784710
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",574334
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",767069
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",140
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",862091
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",618877
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",171937
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",970866
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",463258
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",613547
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",338608
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",828447
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",371153
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",644236
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",720799
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",348953
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",516540
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",24888
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",96774
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",399884
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",968255
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",809070
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",909392
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",944268
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",435078
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",122933
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",766500
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",555363
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",873226
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",291567
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",436628
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",561202
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",289339
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",570810
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",928557
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",730912
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",968190
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",846171
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",908254
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10178
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",544308
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",899795
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",92521
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",792908
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",481224
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",635322
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",173602
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",814084
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",870178
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",192599
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",672260
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",904954
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",408049
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",710609
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",795655
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",342964
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",683573
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",605899
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",23525
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",728659
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",512855
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",969860
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",775718
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",219984
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",953358
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",704812
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",71443
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",744252
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",956165
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",641896
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",67141
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",642677
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",145836
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",755870
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",681464
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",127084
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",168713
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",790750
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",394223
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",192389
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",85181
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",287299
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",851167
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",110474
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",591206
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",978547
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",116636
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",475695
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",272957
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",245266
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",831230
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",270131
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",418659
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",525456
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",937658
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",150213
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",849905
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",732150
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",307931
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",921434
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",80687
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",209877
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",574468
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",255125
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",671585
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",547744
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",338155
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",255555
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",279868
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",458680
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",971334
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",479463
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",336734
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",528852
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",565774
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",924757
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",385891
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",150878
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",703984
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",438137
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",36164
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",213984
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",417491
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",817806
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",967387
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",577068
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",502758
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",603047
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",864969
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",85464
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",831977
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",398053
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",434240
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",541397
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",965617
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",252686
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",619204
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",798817
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",476483
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",972636
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",973445
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",980554
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",81808
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",154136
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",378510
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",563136
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",979719
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",222004
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",450453
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",625241
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",968789
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",440010
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",567412
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",59676
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",505035
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",968844
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",43640
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",589944
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",303707
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",40669
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",519247
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",974081
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",871212
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",295259
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",853208
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",955013
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",974952
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",78860
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",133905
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",334090
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",974503
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",762724
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",214450
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",851384
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",697258
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",694494
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",616715
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",245867
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",606748
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",501347
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",180469
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",560449
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",613886
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",844176
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",980471
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",556777
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",708532
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",278745
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",318107
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",527456
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",195915
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",238207
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",572999
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",737166
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",926838
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",523625
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",738604
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",171585
