VictimId,Age,Gender,Ethnicity
344458,25,F,White
230942,23,M,White
213279,0,X,Unknown
583604,27,F,Black
575193,32,M,Hispanic
723463,43,F,Black
697867,32,M,Other
164278,0,M,Other
279894,28,F,Hispanic
505170,11,M,Other
737890,0,M,Other
143656,52,M,White
136201,24,F,Black
533937,43,M,Other
26349,21,F,White
441407,0,X,Unknown
40437,68,M,Asian
359977,34,M,Hispanic
822399,7,F,White
149232,6,F,Hispanic
154815,0,X,Unknown
624918,32,M,Hispanic
773140,48,M,Pacific Islander
383015,52,M,White
484325,0,X,Unknown
12707,32,M,Hispanic
799095,67,M,White
909584,21,M,Other
327843,43,F,Hispanic
50452,58,M,Black
648628,0,M,White
516624,0,X,Unknown
450424,0,M,White
896606,0,X,Unknown
295779,43,F,White
483468,0,X,Unknown
742421,72,F,Black
869278,63,M,White
210352,25,F,Other
385481,2,M,Hispanic
214440,27,F,Black
44046,0,X,Unknown
41206,24,F,Black
620537,0,X,Unknown
185693,3,M,Black
673758,0,X,Unknown
141335,27,F,Hispanic
9594,33,F,Black
899576,0,X,Unknown
698841,28,F,Hispanic
458585,59,F,Hispanic
747431,0,X,Unknown
343364,24,F,Hispanic
466088,32,M,Asian
412166,71,F,White
793139,79,F,Asian
41358,39,M,White
307309,46,M,White
957651,33,M,White
815781,29,F,White
891964,84,F,White
488260,37,M,White
282055,31,F,Hispanic
637491,29,F,Hispanic
734835,41,F,Black
871265,0,X,Unknown
230266,0,M,White
851660,0,X,Unknown
540746,59,F,Other
444544,35,M,White
118995,38,F,White
169435,26,M,White
247275,0,X,Unknown
765393,34,F,Hispanic
319129,22,F,Hispanic
105460,0,X,Unknown
139428,78,F,White
458402,19,M,Hispanic
529174,25,M,Hispanic
920116,44,F,White
378794,49,M,Hispanic
909846,81,F,Hispanic
403819,31,F,Hispanic
465314,39,F,Hispanic
388811,51,F,Black
417957,2,F,Black
273622,4,F,Hispanic
598727,48,M,Hispanic
106131,0,X,Unknown
795023,39,F,Hispanic
463565,28,F,Hispanic
168203,19,X,Unknown
787637,32,F,Hispanic
516356,0,X,Unknown
708511,0,X,Unknown
227440,15,F,Hispanic
159955,0,M,White
274512,4,M,Other
728018,61,M,Hispanic
599050,37,M,Black
124116,0,X,Unknown
147571,47,F,Black
647735,41,F,Hispanic
859965,3,F,Hispanic
109197,0,X,Unknown
790068,0,X,Unknown
621787,61,F,Hispanic
116868,53,M,Black
271477,29,F,Black
69878,0,X,Unknown
30738,35,F,Hispanic
449946,0,F,Other
555233,6,F,Hispanic
53253,33,F,White
254125,31,F,Hispanic
847207,4,F,Hispanic
155851,37,M,Black
886294,21,M,Black
351676,0,M,White
684948,22,F,Black
748984,78,F,Hispanic
329512,0,X,Unknown
230691,28,F,Other
839786,22,F,Hispanic
924067,0,X,Unknown
503585,37,M,Hispanic
171733,0,X,Unknown
142058,16,F,Hispanic
725532,44,F,Asian
214875,47,M,Hispanic
291608,41,M,Hispanic
499684,28,M,White
231353,23,F,Hispanic
880430,36,M,Hispanic
195149,25,M,Hispanic
346545,39,M,Other
422347,32,F,Black
370522,22,F,Hispanic
206210,0,X,Unknown
305015,44,F,Hispanic
7172,41,F,White
26268,32,F,White
26223,24,M,White
451129,33,F,Hispanic
848917,0,X,Unknown
893788,0,X,Unknown
920627,17,M,White
958329,0,X,Unknown
400577,24,F,White
901168,0,X,Unknown
380603,3,M,Hispanic
719732,37,M,Hispanic
796627,11,F,Hispanic
925243,67,F,Black
388892,0,X,Unknown
21000,33,M,Hispanic
134553,31,M,Other
340526,36,F,Hispanic
797545,0,M,Other
130693,0,X,Unknown
550203,27,F,Black
505308,38,F,Hispanic
158307,15,M,Hispanic
770068,25,M,Hispanic
512752,35,F,Asian
587158,26,M,Hispanic
167203,55,F,Hispanic
174425,35,F,Black
67302,71,M,Hispanic
951002,48,F,Unknown
595804,6,F,Other
621983,21,F,Hispanic
814049,55,M,Hispanic
61678,4,F,Black
198494,57,M,Black
930113,23,F,Black
757026,41,M,Hispanic
493078,0,M,Hispanic
688186,74,M,Hispanic
649159,33,M,White
930795,0,X,Unknown
513164,43,M,Hispanic
114584,34,F,Hispanic
920747,29,M,Unknown
607686,35,M,Hispanic
759736,35,F,Hispanic
946188,22,M,Hispanic
557847,23,M,Black
493090,21,X,Unknown
684721,5,F,Black
633892,21,X,Unknown
422340,0,X,Unknown
942120,39,F,White
924953,36,F,Hispanic
764620,37,M,Hispanic
309893,32,M,Black
121771,0,X,Unknown
33320,0,M,Other
893130,65,M,Black
837148,29,F,Asian
452688,58,F,White
675260,72,F,Other
509451,43,M,Hispanic
374930,28,M,Asian
338535,64,M,Hispanic
644496,0,X,Unknown
224008,37,F,White
304456,53,F,White
312499,5,M,White
33168,25,M,Asian
879064,34,M,White
102997,0,X,Unknown
745608,0,M,Other
944072,0,X,Unknown
258110,0,X,Unknown
304294,13,F,Hispanic
200655,0,X,Unknown
796292,3,M,Unknown
267931,0,X,Unknown
609147,34,F,Black
119561,0,M,White
262628,0,M,White
875750,45,F,Black
465372,33,F,White
625354,37,M,White
659509,0,X,Unknown
946781,33,F,White
261749,3,M,Black
460485,55,M,Hispanic
340742,38,M,Hispanic
857433,0,X,Unknown
374383,21,M,Black
619690,78,M,Black
925736,0,X,Unknown
220016,0,X,Unknown
190871,0,X,Unknown
257108,58,F,Black
441711,37,F,Hispanic
194725,5,F,Hispanic
772730,0,X,Unknown
822763,44,M,Black
252200,37,F,Black
630337,8,M,White
65105,23,M,Hispanic
768453,31,M,White
175855,0,X,Unknown
83693,22,M,Black
246541,0,X,Unknown
748669,45,M,Hispanic
174218,7,M,Black
34579,0,X,Unknown
497725,32,F,Hispanic
187988,47,F,Hispanic
75822,23,F,Hispanic
436308,0,X,Unknown
667870,24,M,White
289006,35,F,White
469240,26,M,White
375507,26,F,Asian
714309,34,F,Other
961064,0,M,Black
62271,38,M,Other
717258,33,M,White
102472,71,M,Hispanic
418479,75,M,Other
718364,28,F,White
621578,54,F,White
757058,44,F,Other
746901,0,X,Unknown
704881,0,X,Unknown
57007,55,M,Hispanic
602004,0,X,Unknown
740247,5,F,Other
509252,51,M,White
588167,21,X,Unknown
890930,68,M,Black
389621,0,X,Unknown
611570,48,F,Black
835427,48,M,Hispanic
560023,32,F,Hispanic
374963,51,M,Asian
592536,37,M,Hispanic
597838,58,F,White
848913,0,X,Unknown
21566,0,X,Unknown
591986,2,F,Hispanic
161135,0,X,Unknown
251040,24,M,Black
219215,0,X,Unknown
350924,58,M,Hispanic
60163,27,M,Hispanic
646155,34,M,Black
851175,3,M,Hispanic
50070,59,F,Black
808607,26,F,Hispanic
915398,64,M,White
292400,49,M,White
536152,26,F,Hispanic
469617,21,X,Unknown
213244,37,M,Hispanic
440034,27,F,Hispanic
44764,57,M,Hispanic
606221,0,X,Unknown
388662,21,M,Black
174650,33,M,Hispanic
723729,3,M,Black
41924,0,M,Unknown
878677,26,M,Black
48336,32,M,Hispanic
637941,38,M,White
151389,0,X,Unknown
210306,0,M,Hispanic
820319,0,X,Unknown
569238,0,M,Other
37367,75,M,White
719868,4,F,Hispanic
877693,0,X,Unknown
948402,53,M,Other
646566,1,F,Hispanic
178243,24,F,Hispanic
185560,0,X,Unknown
758696,21,F,Other
429383,26,F,Black
337228,38,M,Hispanic
113935,28,F,White
893557,43,M,Hispanic
145729,47,F,White
846947,39,M,Black
102765,52,M,Hispanic
147558,49,F,White
198608,39,F,Hispanic
371758,25,F,White
647834,47,M,White
611678,5,M,Hispanic
938229,54,F,White
285521,31,M,White
527342,0,X,Unknown
616407,37,F,White
186448,35,M,White
793875,0,X,Unknown
435654,0,X,Unknown
952185,16,M,Black
803864,35,F,White
546310,27,F,Asian
301797,0,X,Unknown
172061,21,F,Other
247002,48,F,White
125056,0,X,Unknown
441072,36,M,Hispanic
361606,41,M,Black
719725,29,F,White
238127,57,F,Black
51579,0,X,Unknown
443703,35,F,Hispanic
45737,0,X,Unknown
235374,26,M,Hispanic
11414,0,F,White
521806,59,M,White
133886,6,M,White
259817,38,M,Hispanic
491105,5,M,Hispanic
917863,4,M,White
491971,0,X,Unknown
203227,26,M,Black
348983,29,F,Black
66087,23,M,White
643400,66,F,Black
292407,29,M,White
917443,4,F,White
849949,53,F,White
267602,3,M,Hispanic
465104,2,M,Other
546308,28,M,White
69302,15,M,Black
875521,52,F,Hispanic
43941,0,M,White
399344,38,M,Hispanic
183962,0,X,Unknown
879595,26,F,Hispanic
377098,67,M,Black
725600,65,M,Other
110053,59,F,Asian
673353,39,F,Hispanic
509335,46,M,Unknown
888118,27,M,Unknown
49306,24,F,Black
406203,28,M,Hispanic
567136,26,M,Asian
474473,26,F,Black
788890,32,M,Hispanic
289545,4,F,Black
766826,39,F,White
568420,34,F,White
218008,45,M,Other
663140,67,M,Black
488216,0,X,Unknown
848317,46,F,White
407263,0,X,Unknown
763954,0,X,Unknown
177844,0,X,Unknown
79548,32,M,Other
656533,0,X,Unknown
99976,79,M,Black
91824,0,M,Other
113524,39,F,Hispanic
5206,23,M,White
697427,61,M,Hispanic
435960,0,X,Unknown
552022,25,F,Hispanic
772420,0,X,Unknown
431896,51,M,Hispanic
741050,0,X,Unknown
927030,38,F,White
876145,29,F,Hispanic
723147,67,F,White
515893,23,M,Hispanic
34671,0,X,Unknown
121704,8,F,Black
721861,66,F,White
933835,0,M,White
604534,0,X,Unknown
244874,51,F,White
586619,0,X,Unknown
312216,4,M,Black
830454,0,X,Unknown
508771,44,F,White
894253,43,M,Black
11218,23,F,Black
536286,53,F,Hispanic
704070,0,X,Unknown
517175,74,F,Asian
156488,0,X,Unknown
107422,43,F,Hispanic
862813,0,X,Unknown
3065,12,F,Hispanic
600724,29,M,White
507933,32,X,Black
537370,35,F,White
923369,0,X,Unknown
19441,28,F,White
161678,37,F,White
113626,49,M,Hispanic
342960,4,M,Hispanic
751054,67,M,White
301783,36,M,Hispanic
60087,0,X,Unknown
23386,2,M,Unknown
525031,65,M,White
358198,31,F,Hispanic
433059,0,X,Unknown
656466,41,F,White
147380,0,M,Hispanic
714255,0,M,Unknown
202272,57,X,Unknown
261396,34,F,Hispanic
411375,55,F,White
99025,62,M,Other
458748,0,X,Unknown
614145,28,F,Hispanic
706922,0,X,Unknown
423100,0,X,Unknown
732194,0,X,Unknown
346844,58,M,Black
613135,36,F,Black
246634,0,X,Unknown
47554,38,M,Hispanic
410025,0,X,Unknown
879226,0,M,Hispanic
266695,38,M,Hispanic
319585,25,M,Hispanic
582635,0,X,Unknown
111429,27,F,Hispanic
630119,66,F,Hispanic
421800,77,M,Hispanic
549579,0,X,Unknown
911258,59,M,Hispanic
7396,0,X,Unknown
923371,0,X,Unknown
866905,0,X,Unknown
315247,3,M,Hispanic
883253,0,X,Unknown
526321,0,X,Unknown
862424,56,M,Hispanic
422011,18,F,Black
521310,4,F,Asian
912773,0,X,Unknown
9925,0,M,Hispanic
894718,44,M,Hispanic
85839,36,F,White
401977,0,X,Unknown
720549,47,M,Other
536124,23,M,Asian
211474,56,M,Hispanic
943837,59,M,White
657122,65,F,Hispanic
676130,22,F,Asian
851420,0,M,White
478154,66,F,White
625765,26,M,Hispanic
163485,47,M,Hispanic
271956,0,X,Unknown
176326,37,F,White
872318,72,F,Hispanic
917701,34,F,Hispanic
272716,52,F,Hispanic
805962,3,M,Hispanic
642945,26,F,Hispanic
660853,0,X,Unknown
453782,0,X,Unknown
583299,5,F,Hispanic
728073,72,M,White
754377,8,F,White
824486,33,M,Hispanic
254200,31,F,White
727429,29,M,Asian
898037,0,X,Unknown
502390,49,M,Hispanic
80148,0,X,Unknown
807254,0,M,Other
934178,0,X,Unknown
451414,57,M,White
104836,35,F,Hispanic
346519,27,F,Hispanic
527972,47,F,Hispanic
945003,0,X,Unknown
791913,83,F,White
467069,32,F,Other
207882,34,M,Hispanic
460618,61,M,Black
800487,24,M,Black
492776,0,X,Unknown
202247,0,X,Unknown
757496,43,F,Black
387873,57,M,White
39610,41,M,White
462784,29,F,Black
818745,25,M,Asian
940766,45,F,Asian
264840,63,M,Black
228123,36,M,Black
344982,0,M,White
423144,47,M,Hispanic
563563,39,F,Other
47464,0,M,Other
941256,62,M,White
619238,47,M,Unknown
294733,25,F,Black
110685,83,M,Hispanic
197051,31,F,Black
423615,46,M,Hispanic
223431,25,M,Hispanic
276724,46,M,Hispanic
179669,0,X,Unknown
946675,0,X,Unknown
18924,0,X,Unknown
69046,5,M,White
601676,33,F,White
820110,8,M,Asian
936239,0,X,Unknown
698960,0,X,Unknown
52968,22,M,Black
48952,0,X,Unknown
181266,38,M,Other
289035,28,F,Black
290205,0,X,Unknown
745132,51,M,White
812539,0,X,Unknown
447840,38,M,Hispanic
552885,25,F,White
421264,24,M,Hispanic
619479,28,F,Hispanic
891327,39,M,Hispanic
710747,37,F,Hispanic
777297,0,X,Unknown
185855,58,M,Hispanic
453011,43,F,Hispanic
358433,71,F,White
734038,15,M,Hispanic
148835,19,M,Black
568821,4,M,Hispanic
910311,7,M,Hispanic
759972,46,M,White
7459,3,F,Asian
304382,18,F,Hispanic
193761,12,F,Hispanic
495879,0,X,Unknown
707542,23,M,Hispanic
436636,41,M,Hispanic
180536,32,M,Hispanic
537463,0,X,Unknown
707793,24,F,White
247309,36,F,Hispanic
691201,22,M,Hispanic
388097,0,X,Unknown
688762,0,M,Other
512831,15,F,Hispanic
775500,43,F,Hispanic
746513,28,F,Other
921614,0,X,Unknown
851057,73,M,White
872173,71,M,White
463079,0,X,Unknown
277632,49,M,Hispanic
320949,0,X,Unknown
805227,63,F,Hispanic
326833,0,X,Unknown
191985,26,F,Black
210247,34,F,Other
721963,0,X,Unknown
320932,56,F,White
372611,25,F,Hispanic
781465,2,F,Hispanic
266866,38,M,Hispanic
124685,51,M,Hispanic
162878,18,F,Hispanic
434746,29,M,Black
227734,2,X,Unknown
219491,0,X,Unknown
797996,2,F,White
875438,0,X,Unknown
909993,59,M,White
707262,0,X,Unknown
52739,0,M,Other
830726,0,X,Unknown
706748,61,M,Asian
559166,47,M,White
734707,45,F,Hispanic
243868,4,F,Hispanic
890098,23,X,Unknown
360524,27,F,Black
913618,79,F,White
281667,0,X,Unknown
187278,0,X,Unknown
900303,77,F,White
366589,0,X,Unknown
725980,77,M,Other
182788,25,F,Black
495843,5,M,Other
77915,52,M,Hispanic
246868,0,X,Unknown
33071,41,F,Asian
187790,23,F,Black
45122,28,M,Hispanic
385630,25,M,Black
402441,0,X,Unknown
427891,47,M,White
340214,0,X,Unknown
1984,36,F,Hispanic
767911,0,M,Other
900275,27,F,Hispanic
718922,0,X,Unknown
390418,0,M,White
109128,46,M,White
859597,0,X,Unknown
84646,63,F,Black
232267,29,M,Hispanic
513788,35,M,Black
110528,24,F,White
252502,22,F,Black
674948,75,F,Hispanic
770592,41,F,Hispanic
445754,45,M,Black
764102,4,M,White
872713,3,F,Hispanic
600857,53,M,Hispanic
304344,19,F,Hispanic
646357,9,M,White
766031,0,X,Unknown
778376,2,M,Hispanic
41417,45,M,Hispanic
687152,46,F,Hispanic
703140,95,F,White
500735,39,M,Black
836788,33,M,White
578432,4,M,Hispanic
720973,0,X,Unknown
458862,27,M,Asian
708498,39,F,Asian
221031,4,M,Hispanic
107482,17,F,Hispanic
72417,41,M,Hispanic
152107,23,F,White
540925,36,M,Hispanic
895985,24,F,White
72395,64,F,White
286557,31,F,White
646030,0,X,Unknown
584985,3,M,Black
447894,28,F,Hispanic
619150,0,X,Unknown
820069,31,F,Hispanic
180510,0,X,Unknown
792214,57,F,White
304549,35,F,White
731209,0,X,Unknown
49999,23,F,Other
785586,71,F,White
720948,41,F,White
684080,43,F,Hispanic
286498,42,M,Hispanic
510335,17,F,Asian
564297,4,M,Hispanic
596338,0,X,Unknown
73984,0,X,Unknown
618102,2,M,Hispanic
913433,23,X,Unknown
45537,0,X,Unknown
156604,48,F,Other
586260,37,F,White
263337,0,X,Unknown
441989,71,M,Black
875262,0,X,Unknown
871431,0,X,Unknown
390891,64,F,Hispanic
418302,5,M,Black
389176,0,X,Unknown
690565,24,F,Hispanic
107114,24,M,Hispanic
203129,44,M,Black
150950,5,F,Black
268144,38,M,Hispanic
217892,25,F,Hispanic
493303,0,X,Unknown
403612,6,M,Black
549511,15,F,Hispanic
684554,19,F,Black
505812,48,F,Hispanic
67522,21,M,White
491816,39,M,Hispanic
3622,27,M,Other
118287,29,F,White
335878,0,X,Unknown
17201,48,M,Other
327362,54,M,Hispanic
868176,42,F,White
394628,62,F,Hispanic
498406,24,M,Hispanic
762057,72,F,White
223213,56,F,Other
562942,35,F,Hispanic
780500,4,M,Hispanic
308449,29,M,Hispanic
204797,23,F,Hispanic
500720,52,M,White
803513,38,M,Hispanic
728688,34,M,Hispanic
483015,49,M,Hispanic
843718,4,M,White
684308,34,M,Other
197430,26,F,White
928817,0,X,Unknown
890080,0,X,Unknown
776805,0,M,Other
653246,28,M,Other
499137,62,F,Hispanic
865215,29,M,White
85552,56,M,White
90421,7,F,Asian
544364,4,M,Black
348285,23,F,Hispanic
553310,0,X,Unknown
228603,15,F,Hispanic
561690,33,M,Other
437603,0,X,Unknown
116990,35,M,Hispanic
520305,25,M,Black
203690,33,M,Asian
539109,47,M,Hispanic
402897,42,F,Asian
287018,47,M,Other
8045,58,F,Asian
667207,41,X,Black
126581,65,M,Hispanic
498535,34,M,Hispanic
405752,59,M,White
103200,55,F,White
755462,0,X,Unknown
742920,19,M,Hispanic
316474,35,M,Hispanic
515499,5,M,Asian
558262,0,X,Unknown
855068,82,F,White
764424,0,M,Other
403689,39,M,Black
31164,65,M,Hispanic
317130,0,M,Other
648219,25,F,Hispanic
521894,0,X,Unknown
536291,6,M,Hispanic
688082,66,F,White
820316,0,X,Unknown
469579,0,X,Unknown
232049,0,X,Unknown
78302,19,F,Hispanic
457850,29,M,Black
498470,0,M,White
674760,0,X,Unknown
88847,55,M,Black
529791,0,X,Unknown
327067,33,M,Hispanic
265787,0,X,Unknown
539518,18,F,Other
344608,38,F,Asian
64656,5,F,Black
366062,43,M,Hispanic
321868,66,M,White
669118,51,F,White
369379,32,M,White
532694,31,M,White
747816,67,M,Black
293623,27,F,Black
249498,2,X,Unknown
75484,47,M,Hispanic
833444,26,F,White
238105,21,M,Asian
542389,33,F,Hispanic
111839,48,M,Black
379251,24,M,Hispanic
745782,59,M,Hispanic
350072,26,F,Hispanic
382791,31,F,Asian
927724,0,X,Unknown
282137,0,X,Unknown
530614,28,M,Hispanic
614644,0,X,Unknown
300012,0,X,Unknown
333740,0,X,Unknown
118281,26,F,Hispanic
889015,0,X,Unknown
378349,39,M,Asian
59957,0,X,Unknown
336493,38,M,White
548907,0,X,Unknown
616718,24,F,Asian
462514,33,M,White
681484,41,F,Hispanic
499416,0,X,Unknown
871649,16,M,Hispanic
688208,34,F,Other
384863,39,F,White
603818,5,F,Asian
174597,41,M,White
753685,3,M,White
408805,56,F,White
139153,15,F,Hispanic
854600,14,F,Hispanic
111936,24,F,Black
887940,38,M,White
33287,37,M,White
247386,3,M,Hispanic
596279,52,M,Hispanic
19,31,F,Other
190344,0,X,Unknown
658525,49,M,White
81572,38,F,White
235669,41,F,White
593013,34,F,Black
254021,45,F,Black
350093,35,F,Hispanic
254874,5,F,Asian
785638,35,F,Black
61920,0,X,Unknown
785244,0,X,Unknown
878942,51,M,Hispanic
602753,36,M,Black
622750,0,X,Unknown
68894,57,M,White
670126,0,M,White
682492,4,M,White
283646,66,F,White
167287,5,F,Hispanic
949892,33,F,Other
869692,0,X,Unknown
767516,69,M,Asian
115663,2,F,Hispanic
244510,67,M,White
547066,28,F,Black
407573,73,M,White
315369,22,F,White
488220,41,M,Black
146818,0,X,Unknown
945468,0,X,Unknown
908613,0,X,Unknown
458687,0,X,Unknown
659907,38,F,Hispanic
767336,36,F,Hispanic
251473,54,M,Hispanic
303443,33,M,Hispanic
710332,0,M,Hispanic
520280,29,F,Hispanic
256940,28,M,Other
206033,41,F,Hispanic
776688,3,M,Hispanic
641383,28,F,White
48803,0,X,Unknown
532302,39,M,Hispanic
161510,0,X,Unknown
258460,2,M,Hispanic
192702,55,M,Black
669415,0,X,Unknown
612416,2,M,Hispanic
127426,42,M,Other
929397,0,X,Unknown
327139,2,F,Hispanic
99323,0,X,Unknown
310489,28,F,Black
573548,0,X,Unknown
817510,0,X,Unknown
674732,0,X,Unknown
264104,43,M,Hispanic
106187,37,F,Black
808763,31,F,White
584824,31,F,Hispanic
1246,66,F,Other
860245,21,M,Hispanic
715462,81,M,Hispanic
938546,42,F,Black
236194,0,X,Unknown
454850,22,F,Hispanic
534625,0,X,Unknown
220093,43,M,Hispanic
705028,0,M,White
326271,0,X,Unknown
475687,58,F,White
98466,75,F,Hispanic
510442,44,F,Hispanic
171167,0,X,Unknown
352347,47,F,White
383382,0,X,Unknown
165924,3,M,Black
669784,32,F,Hispanic
91759,3,F,Hispanic
347322,32,F,White
164665,41,F,Hispanic
750176,4,M,Black
487558,28,F,Asian
379703,24,F,Hispanic
839491,66,M,Hispanic
470527,59,F,White
323620,0,X,Unknown
870617,26,M,White
788403,33,M,Black
315687,0,X,Unknown
525935,3,F,Asian
763553,27,M,Hispanic
673348,0,X,Unknown
208583,29,M,White
838662,3,F,Hispanic
460809,35,M,Hispanic
860244,46,F,White
47300,27,M,Hispanic
241712,0,M,Other
16624,18,F,Hispanic
379230,19,F,Hispanic
644497,25,F,Black
602661,22,F,White
81096,42,M,Hispanic
868200,64,F,Asian
585622,72,M,White
460614,55,F,Hispanic
32,27,M,Hispanic
347898,69,M,Black
760003,0,X,Unknown
800012,34,F,Asian
444084,0,X,Unknown
595506,0,X,Unknown
171684,34,M,White
183888,54,M,Other
157973,26,M,White
668045,25,F,Other
883775,79,F,White
418959,57,F,White
154625,0,X,Unknown
11717,0,X,Unknown
905650,0,X,Unknown
231982,0,X,Unknown
549259,48,F,Hispanic
47427,45,F,Black
58013,0,M,Unknown
206968,5,M,Hispanic
50167,0,M,Other
476304,0,X,Unknown
39026,22,M,White
766758,0,X,Unknown
730941,0,X,Unknown
313191,21,F,Hispanic
603626,38,M,Hispanic
670252,63,M,White
420528,35,M,Black
488292,26,M,Hispanic
731769,73,M,White
404439,28,M,Hispanic
425284,0,X,Unknown
392866,23,F,White
298007,33,F,Black
323935,0,X,Unknown
323506,24,M,Other
107330,61,F,White
617891,62,F,Other
562583,34,F,Hispanic
121413,0,X,Unknown
92908,3,M,Black
135639,0,X,Unknown
489488,33,F,Other
382381,19,M,Hispanic
37445,37,F,Black
661308,24,M,Hispanic
386220,9,F,Other
174138,0,X,Unknown
230959,72,M,White
136170,0,X,Unknown
591413,29,M,White
409112,46,F,Black
83294,44,M,White
585147,23,M,Hispanic
955273,0,X,Unknown
285796,0,X,Unknown
42374,0,X,Unknown
470843,0,X,Unknown
933323,0,X,Unknown
822753,27,F,Other
766660,31,M,Asian
94962,29,F,Black
245688,24,M,White
319023,65,F,Black
960126,0,X,Unknown
960370,31,M,Other
664663,46,F,Hispanic
189570,0,X,Unknown
906248,36,F,Hispanic
590393,53,F,Black
570985,0,X,Unknown
778997,25,F,Hispanic
257326,47,M,Other
220245,31,F,Hispanic
185866,35,M,Hispanic
697733,27,M,Hispanic
183703,58,F,Other
694918,38,M,White
595360,0,X,Unknown
574016,29,F,Hispanic
77680,38,F,Hispanic
870198,0,X,Unknown
544223,63,M,Black
769708,23,F,Hispanic
910292,21,M,Hispanic
554918,69,F,Asian
325520,19,M,Hispanic
437678,21,X,Unknown
37672,33,F,White
484051,0,X,Unknown
383188,2,F,White
391460,38,M,Black
695562,28,F,Black
93201,3,F,Black
403145,0,X,Unknown
866092,0,M,Hispanic
761646,48,M,Hispanic
943458,23,X,Unknown
775630,19,M,Hispanic
102504,27,M,Black
89381,5,M,Unknown
308995,19,M,Hispanic
3639,91,M,White
583848,36,F,Black
559264,45,F,White
91906,32,F,Hispanic
248779,0,X,Unknown
224042,0,X,Unknown
436516,31,F,Hispanic
245999,43,M,Black
719427,41,M,Hispanic
946582,4,F,White
238750,0,X,Unknown
953413,38,F,White
641391,25,F,Asian
271488,0,X,Unknown
727729,15,M,Hispanic
682079,0,X,Unknown
645682,32,M,Asian
911132,0,X,Unknown
631114,0,X,Unknown
593267,0,X,Unknown
822192,26,F,Hispanic
273208,42,F,Hispanic
369810,0,X,Unknown
316186,26,F,White
642869,21,X,Unknown
208914,21,M,White
890784,5,F,Other
654781,3,F,Black
127093,23,F,Black
295323,0,X,Unknown
665432,45,F,White
444157,52,F,Black
725351,49,F,Hispanic
936415,36,F,Other
331155,4,M,White
707167,28,F,Black
565414,22,M,Hispanic
597809,19,M,Black
652662,0,M,Unknown
818641,0,X,Unknown
714856,45,M,White
557120,27,F,White
291349,32,M,Hispanic
254934,68,M,White
830112,0,M,Other
475215,0,X,Unknown
871438,42,M,White
188269,0,X,Unknown
570205,26,F,Hispanic
401989,65,F,White
572310,37,M,White
693380,47,F,Other
651806,25,F,Hispanic
327088,31,M,Other
766242,3,F,Hispanic
602317,58,F,Hispanic
750520,29,F,White
570979,4,M,White
538565,35,M,Unknown
842080,5,F,White
141818,51,F,Asian
33878,27,F,White
573349,0,X,Unknown
27107,26,F,Other
310917,45,M,Black
708628,22,F,White
382764,5,M,White
39574,5,X,Unknown
29038,21,M,Asian
178081,48,M,Hispanic
297040,26,M,Hispanic
925686,34,F,Other
492159,68,M,Black
525303,28,M,Hispanic
262290,21,F,Hispanic
258445,12,F,Hispanic
241577,5,M,Other
381286,37,M,Hispanic
6147,0,X,Unknown
16728,57,F,White
621734,15,M,Hispanic
370263,0,X,Unknown
555157,38,F,Hispanic
426335,62,M,Hispanic
409572,25,F,Asian
901777,46,F,Hispanic
13207,22,F,Hispanic
842184,0,X,Unknown
130526,32,M,Other
351528,66,F,White
832460,64,F,Other
269868,16,F,Hispanic
150989,25,F,Hispanic
117739,0,X,Unknown
351305,5,M,Black
527922,0,X,Unknown
870715,35,M,Hispanic
413657,0,X,Unknown
648827,49,F,Hispanic
206207,31,F,Black
101191,58,F,Black
456780,78,F,Hispanic
464436,0,X,Unknown
879322,42,M,White
440706,25,M,Hispanic
711613,23,M,Hispanic
693093,0,M,White
786426,24,F,Black
115307,25,M,Hispanic
902053,44,M,White
444283,0,X,Unknown
2857,21,F,Hispanic
190437,44,F,Hispanic
134174,53,M,Hispanic
503370,56,F,Hispanic
95241,72,M,White
935433,0,X,Unknown
599410,27,M,Unknown
57243,52,M,Hispanic
68366,48,F,Black
296753,33,F,Asian
137886,28,F,Black
773415,33,M,Black
633829,12,M,Black
169957,32,F,Black
257222,0,X,Unknown
183491,63,M,Other
760142,62,M,White
450866,29,F,Other
377772,26,F,White
298238,3,M,Hispanic
276832,27,M,Hispanic
133942,55,F,Black
920865,83,F,Black
462273,33,M,Asian
23431,47,F,White
96030,0,X,Unknown
695739,54,M,White
269222,0,M,White
708124,0,X,Unknown
742986,41,M,White
265855,23,M,Black
131820,27,F,Black
157056,0,X,Unknown
163088,23,F,White
104781,6,M,Black
568101,56,F,Hispanic
567574,33,F,Black
778405,32,M,Hispanic
818729,36,F,Black
890737,39,M,Black
8042,77,M,White
639437,61,M,White
7493,32,F,White
652293,23,F,White
544760,4,F,Unknown
62092,36,M,White
443231,45,F,Hispanic
327879,33,F,Hispanic
309098,15,F,Hispanic
528154,28,F,Hispanic
217227,18,F,Hispanic
437342,43,F,Hispanic
295281,53,M,Hispanic
365190,0,X,Unknown
445423,0,X,Unknown
353768,51,M,Hispanic
225283,0,M,White
559797,36,F,Black
865949,0,X,Unknown
407052,19,F,Asian
928234,0,X,Unknown
861840,22,F,Hispanic
42419,27,F,Black
711152,34,F,Hispanic
748967,36,M,Other
803884,25,F,Black
572389,0,X,Unknown
681417,0,X,Unknown
288358,3,M,Asian
