CrimeId,Type,Subtype
365263,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
520197,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
6006,VEHICLE STOLEN,VEHICLE - STOLEN
434036,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
558780,VEHICLE STOLEN,VEHICLE - STOLEN
113906,BURGLARY,BURGLARY
437256,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
249123,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
248882,ROBBERY,ROBBERY
359644,VEHICLE STOLEN,VEHICLE - STOLEN
941049,THEFT,THEFT OF IDENTITY
890807,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
300298,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
875842,THEFT,THEFT OF IDENTITY
484952,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
21276,BURGLARY,BURGLARY FROM VEHICLE
930589,ASSAULT,BATTERY - SIMPLE ASSAULT
436087,THEFT,THEFT OF IDENTITY
950337,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
9349,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
946667,BURGLARY,BURGLARY
139097,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
610351,BURGLARY,BURGLARY FROM VEHICLE
37896,VEHICLE STOLEN,VEHICLE - STOLEN
230182,BURGLARY,BURGLARY
199351,ASSAULT,OTHER ASSAULT
967163,BURGLARY,BURGLARY
656178,PICKPOCKET,PICKPOCKET
405041,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
980744,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
54287,BURGLARY,BURGLARY FROM VEHICLE
483351,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
250761,VEHICLE STOLEN,VEHICLE - STOLEN
30122,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
206618,VEHICLE STOLEN,VEHICLE - STOLEN
376798,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
559210,THEFT,THEFT OF IDENTITY
886633,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
772126,VEHICLE STOLEN,VEHICLE - STOLEN
929261,TRESPASSING,TRESPASSING
134110,VEHICLE STOLEN,VEHICLE - STOLEN
224725,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
921577,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
779248,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
212890,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
285578,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
434319,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
92079,BURGLARY,BURGLARY
212274,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
966507,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
64482,BURGLARY,BURGLARY
566441,FIREARMS SHOTS,SHOTS FIRED AT INHABITED DWELLING
799197,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
698366,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
637608,BURGLARY,BURGLARY FROM VEHICLE
132416,BURGLARY,"BURGLARY, ATTEMPTED"
521819,THEFT,THEFT OF IDENTITY
282590,ROBBERY,ROBBERY
842079,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
303453,VEHICLE STOLEN,VEHICLE - STOLEN
894456,VEHICLE STOLEN,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)"
637236,BURGLARY,BURGLARY FROM VEHICLE
704334,BURGLARY,BURGLARY FROM VEHICLE
346681,ASSAULT,BATTERY - SIMPLE ASSAULT
799713,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
867912,THEFT,"BUNCO, GRAND THEFT"
857355,THEFT,"BUNCO, GRAND THEFT"
23723,VEHICLE STOLEN,VEHICLE - STOLEN
384719,VEHICLE STOLEN,VEHICLE - STOLEN
619042,THEFT,THEFT OF IDENTITY
232418,TRESPASSING,TRESPASSING
225079,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
664597,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
417049,VEHICLE STOLEN,VEHICLE - STOLEN
317140,BURGLARY,BURGLARY FROM VEHICLE
209147,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
859651,THEFT,THEFT OF IDENTITY
54704,VEHICLE STOLEN,VEHICLE - STOLEN
976569,FIREARMS SHOTS,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT"
734561,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
397264,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
385640,VEHICLE STOLEN,VEHICLE - STOLEN
449383,VEHICLE STOLEN,VEHICLE - STOLEN
143039,FIREARMS SHOTS,DISCHARGE FIREARMS/SHOTS FIRED
821955,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
97403,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
407238,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
799872,VEHICLE STOLEN,VEHICLE - STOLEN
51719,THEFT,THEFT OF IDENTITY
970869,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
817403,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
388742,VEHICLE STOLEN,VEHICLE - STOLEN
56988,FIREARMS SHOTS,DISCHARGE FIREARMS/SHOTS FIRED
645940,VEHICLE STOLEN,VEHICLE - STOLEN
508359,THEFT,THEFT OF IDENTITY
606989,BURGLARY,BURGLARY
372149,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
319015,TRESPASSING,TRESPASSING
648584,BURGLARY,BURGLARY FROM VEHICLE
115847,VEHICLE STOLEN,BIKE - STOLEN
819957,SEXUAL CRIME,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ"
778711,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
906201,VEHICLE STOLEN,VEHICLE - STOLEN
948633,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
529598,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
672780,THEFT,THEFT OF IDENTITY
286795,BURGLARY,BURGLARY FROM VEHICLE
724760,ASSAULT,BATTERY - SIMPLE ASSAULT
292803,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
865876,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
245146,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
426875,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
667730,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
917288,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
252174,FRAUD,"BUNCO, PETTY THEFT"
440013,SEXUAL CRIME,"RAPE, FORCIBLE"
628177,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
129723,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
642519,THEFT,THEFT OF IDENTITY
835994,ASSAULT,BATTERY - SIMPLE ASSAULT
212817,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
635100,BURGLARY,BURGLARY FROM VEHICLE
928029,ASSAULT,BATTERY - SIMPLE ASSAULT
699142,VEHICLE STOLEN,VEHICLE - STOLEN
758779,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
760500,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
90505,THEFT,"THEFT, PERSON"
596281,SEXUAL CRIME,"RAPE, FORCIBLE"
692215,VEHICLE STOLEN,BIKE - STOLEN
901902,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
760104,BURGLARY,BURGLARY FROM VEHICLE
286619,ROBBERY,ROBBERY
394389,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
280379,THEFT,THEFT OF IDENTITY
717915,ASSAULT,OTHER ASSAULT
260047,BURGLARY,BURGLARY FROM VEHICLE
675428,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
525124,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
392494,THEFT,"THEFT, PERSON"
487972,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
129642,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
382366,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
934691,THEFT,THEFT OF IDENTITY
680027,DISTURBING THE PEACE,DISTURBING THE PEACE
938112,ASSAULT,BATTERY - SIMPLE ASSAULT
115585,VEHICLE STOLEN,VEHICLE - STOLEN
182190,ROBBERY,ROBBERY
250955,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
139839,ASSAULT,BATTERY - SIMPLE ASSAULT
589222,VEHICLE STOLEN,VEHICLE - STOLEN
494086,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
348742,THEFT,THEFT OF IDENTITY
823501,ASSAULT,BATTERY - SIMPLE ASSAULT
851673,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
181024,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
555203,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
697509,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
879033,VEHICLE STOLEN,VEHICLE - STOLEN
307790,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
828456,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
62386,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
492749,ASSAULT,BATTERY - SIMPLE ASSAULT
261514,ASSAULT,BATTERY - SIMPLE ASSAULT
759423,ASSAULT,BATTERY - SIMPLE ASSAULT
570655,THEFT,THEFT OF IDENTITY
799068,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
46055,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
65613,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
320508,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
208347,BURGLARY,BURGLARY FROM VEHICLE
776501,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
412600,ASSAULT,BATTERY - SIMPLE ASSAULT
909842,BURGLARY,BURGLARY
554123,SEXUAL CRIME,BATTERY WITH SEXUAL CONTACT
793959,BURGLARY,BURGLARY FROM VEHICLE
113716,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
743603,THEFT,THEFT OF IDENTITY
609459,VEHICLE STOLEN,VEHICLE - STOLEN
561600,THEFT,THEFT OF IDENTITY
454735,ROBBERY,ROBBERY
71262,VEHICLE STOLEN,VEHICLE - STOLEN
173942,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
348161,ROBBERY,ROBBERY
446059,VEHICLE STOLEN,VEHICLE - STOLEN
120189,BURGLARY,BURGLARY FROM VEHICLE
895976,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
493734,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
30752,BURGLARY,BURGLARY
31201,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
644186,THEFT,THEFT OF IDENTITY
753459,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
39467,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
465991,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
402990,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
328070,VEHICLE STOLEN,VEHICLE - STOLEN
521390,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
832626,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
178465,TRESPASSING,TRESPASSING
62391,THEFT,THEFT OF IDENTITY
197888,THEFT,THEFT OF IDENTITY
480864,BURGLARY,BURGLARY
632177,THEFT,THEFT OF IDENTITY
155067,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
1782,THEFT,THEFT OF IDENTITY
306808,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
269603,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
181868,BURGLARY,BURGLARY FROM VEHICLE
728689,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
328969,ROBBERY,ROBBERY
543757,VIOLATION OF RESTRAINING ORDER,VIOLATION OF COURT ORDER
502566,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
512726,VEHICLE STOLEN,VEHICLE - STOLEN
627574,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
433184,VEHICLE STOLEN,VEHICLE - STOLEN
605444,VEHICLE STOLEN,BIKE - STOLEN
793021,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
216961,BURGLARY,BURGLARY
357686,BURGLARY,BURGLARY
693665,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
975344,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
964173,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
248814,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
338051,VEHICLE STOLEN,VEHICLE - STOLEN
134272,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
950552,BURGLARY,BURGLARY FROM VEHICLE
881324,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
416281,SEXUAL CRIME,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE
125274,ASSAULT,BATTERY - SIMPLE ASSAULT
284171,THEFT,THEFT OF IDENTITY
944434,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
115355,DISTURBING THE PEACE,DISTURBING THE PEACE
784713,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
977086,CRIME ON CHILD,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT
879542,VEHICLE STOLEN,VEHICLE - STOLEN
827927,VEHICLE STOLEN,VEHICLE - STOLEN
279126,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
946125,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
277541,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
454421,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
844016,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
573252,THEFT,THEFT OF IDENTITY
85468,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
52810,VEHICLE STOLEN,VEHICLE - STOLEN
748960,ASSAULT,BATTERY - SIMPLE ASSAULT
258048,VEHICLE STOLEN,VEHICLE - STOLEN
675022,ROBBERY,ROBBERY
612081,VEHICLE STOLEN,VEHICLE - STOLEN
183615,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
662431,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
468007,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
907482,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
95933,BURGLARY,BURGLARY
780352,THEFT,THEFT OF IDENTITY
466759,VEHICLE STOLEN,VEHICLE - STOLEN
203997,ASSAULT,BATTERY - SIMPLE ASSAULT
412880,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
482999,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
102599,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
290460,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
6302,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
533128,BURGLARY,"BURGLARY, ATTEMPTED"
432242,BRANDISH WEAPON,BRANDISH WEAPON
412540,CRIME ON CHILD,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT
693910,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
378766,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
892850,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
931143,BURGLARY,BURGLARY FROM VEHICLE
206247,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
848902,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
356700,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
287831,BURGLARY,BURGLARY
541642,BURGLARY,BURGLARY
215590,FRAUD,"BUNCO, PETTY THEFT"
72844,BURGLARY,BURGLARY
15920,ROBBERY,ROBBERY
492557,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
63156,THEFT,THEFT OF IDENTITY
836672,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
71132,TRESPASSING,TRESPASSING
333077,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
177323,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
868196,VEHICLE STOLEN,VEHICLE - STOLEN
646398,ASSAULT,OTHER ASSAULT
877056,VEHICLE STOLEN,VEHICLE - STOLEN
693617,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
927104,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
714180,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
964618,ASSAULT,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER
319376,ASSAULT,BATTERY - SIMPLE ASSAULT
39343,BURGLARY,BURGLARY
608029,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
673314,SEXUAL CRIME,PANDERING
471159,BURGLARY,BURGLARY
194406,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
181877,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
115470,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
772558,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
264454,BURGLARY,BURGLARY
734390,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
753418,BURGLARY,BURGLARY FROM VEHICLE
823576,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
429406,THEFT,THEFT OF IDENTITY
726338,BURGLARY,BURGLARY
700726,BURGLARY,BURGLARY
386986,BURGLARY,BURGLARY
870975,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
424094,TRESPASSING,TRESPASSING
481067,ASSAULT,BATTERY - SIMPLE ASSAULT
401462,VEHICLE STOLEN,VEHICLE - STOLEN
104114,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
658144,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
427510,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
702833,BURGLARY,BURGLARY FROM VEHICLE
189069,VEHICLE STOLEN,VEHICLE - STOLEN
621057,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
524264,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
630192,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
62920,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
159971,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
634465,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
449165,ROBBERY,ROBBERY
765971,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
449522,THEFT,THEFT OF IDENTITY
931228,VEHICLE STOLEN,VEHICLE - STOLEN
433516,BRANDISH WEAPON,BRANDISH WEAPON
959706,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
546331,ASSAULT,BATTERY - SIMPLE ASSAULT
562181,BURGLARY,BURGLARY FROM VEHICLE
953716,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
252919,VEHICLE STOLEN,VEHICLE - STOLEN
675926,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
353668,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
972249,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
679088,VEHICLE STOLEN,VEHICLE - ATTEMPT STOLEN
235209,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
616467,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
521720,BURGLARY,"BURGLARY, ATTEMPTED"
966189,FIREARMS SHOTS,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT"
963088,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
288607,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
482533,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
163658,VEHICLE STOLEN,VEHICLE - STOLEN
339130,THEFT,GRAND THEFT / INSURANCE FRAUD
744316,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
676933,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
596456,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
128164,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
693637,ASSAULT,BATTERY - SIMPLE ASSAULT
56132,ASSAULT,BATTERY - SIMPLE ASSAULT
130241,ROBBERY,ROBBERY
797214,ASSAULT,BATTERY - SIMPLE ASSAULT
888044,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
425209,BURGLARY,BURGLARY
316316,ASSAULT,BATTERY - SIMPLE ASSAULT
706174,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
540841,VEHICLE STOLEN,VEHICLE - STOLEN
773269,ASSAULT,BATTERY - SIMPLE ASSAULT
264818,THEFT,THEFT OF IDENTITY
762661,SEXUAL CRIME,SEXUAL PENETRATION W/FOREIGN OBJECT
339403,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
664299,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
811959,VIOLATION OF RESTRAINING ORDER,VIOLATION OF TEMPORARY RESTRAINING ORDER
53079,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
98792,BRANDISH WEAPON,BRANDISH WEAPON
185418,VEHICLE STOLEN,VEHICLE - STOLEN
805122,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
860411,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
668924,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
534603,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
216221,VEHICLE STOLEN,VEHICLE - STOLEN
595615,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
409064,THEFT,THEFT OF IDENTITY
531501,BURGLARY,BURGLARY FROM VEHICLE
450562,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
324431,VEHICLE STOLEN,VEHICLE - STOLEN
113074,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
243626,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
673994,PICKPOCKET,PICKPOCKET
785407,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
598645,VEHICLE STOLEN,VEHICLE - STOLEN
227106,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
437782,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
458139,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
90598,FRAUD,"BUNCO, PETTY THEFT"
120035,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
221296,ASSAULT,BATTERY - SIMPLE ASSAULT
389413,ROBBERY,ROBBERY
979245,ASSAULT,BATTERY - SIMPLE ASSAULT
411734,VEHICLE STOLEN,VEHICLE - STOLEN
293681,VEHICLE STOLEN,VEHICLE - STOLEN
109342,BURGLARY,BURGLARY FROM VEHICLE
131497,VEHICLE STOLEN,BIKE - STOLEN
478937,VEHICLE STOLEN,VEHICLE - STOLEN
733833,THEFT,THEFT OF IDENTITY
700103,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
484956,ASSAULT,BATTERY - SIMPLE ASSAULT
858518,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
286297,VEHICLE STOLEN,VEHICLE - STOLEN
855751,VEHICLE STOLEN,VEHICLE - STOLEN
945256,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
115804,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
393340,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
658954,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
491404,ROBBERY,ROBBERY
208155,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
579232,CRIME ON CHILD,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
980182,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
811521,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
695625,THEFT,THEFT OF IDENTITY
912277,ROBBERY,ROBBERY
71213,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
