CrimeId,Type,Subtype
401927,VIOLATION OF RESTRAINING ORDER,VIOLATION OF COURT ORDER
686933,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
921673,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
564568,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
930406,SEXUAL CRIME,BATTERY WITH SEXUAL CONTACT
589800,BURGLARY,BURGLARY
190735,VEHICLE STOLEN,VEHICLE - ATTEMPT STOLEN
67804,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
54755,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
971581,ASSAULT,BATTERY - SIMPLE ASSAULT
306564,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
251767,THEFT,THEFT OF IDENTITY
950813,BURGLARY,BURGLARY
623928,VEHICLE STOLEN,VEHICLE - STOLEN
643220,VEHICLE STOLEN,VEHICLE - STOLEN
254846,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
500840,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
206680,BURGLARY,BURGLARY FROM VEHICLE
250576,ASSAULT,BATTERY - SIMPLE ASSAULT
709187,TRESPASSING,TRESPASSING
605698,SEXUAL CRIME,SEXUAL PENETRATION W/FOREIGN OBJECT
177791,BRANDISH WEAPON,BRANDISH WEAPON
454502,ASSAULT,BATTERY - SIMPLE ASSAULT
916889,BURGLARY,BURGLARY
972718,ASSAULT,BATTERY - SIMPLE ASSAULT
20133,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
889895,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
350191,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
713962,TRESPASSING,TRESPASSING
635901,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
963278,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
953817,THEFT,THEFT OF IDENTITY
898260,BRANDISH WEAPON,BRANDISH WEAPON
497879,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
241394,BRANDISH WEAPON,BRANDISH WEAPON
645774,VEHICLE STOLEN,VEHICLE - STOLEN
146846,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
257684,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
848885,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
272995,VEHICLE STOLEN,VEHICLE - STOLEN
559750,VEHICLE STOLEN,VEHICLE - STOLEN
380826,CRIME ON CHILD,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT
417308,VEHICLE STOLEN,VEHICLE - ATTEMPT STOLEN
929713,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
391765,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
743787,BURGLARY,BURGLARY
75875,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
893208,BURGLARY,BURGLARY
464573,VEHICLE STOLEN,VEHICLE - STOLEN
944853,BURGLARY,BURGLARY
383670,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
777970,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
209071,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
857003,BURGLARY,BURGLARY
886400,BURGLARY,BURGLARY FROM VEHICLE
556071,THEFT,SHOPLIFTING-GRAND THEFT ($950.01 & OVER)
951782,VEHICLE STOLEN,VEHICLE - STOLEN
9524,ROBBERY,ATTEMPTED ROBBERY
811502,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
549552,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
183405,ROBBERY,ROBBERY
26242,BRANDISH WEAPON,BRANDISH WEAPON
54640,SEXUAL CRIME,BATTERY WITH SEXUAL CONTACT
428917,THEFT,THEFT OF IDENTITY
280263,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
878439,THEFT,THEFT OF IDENTITY
693507,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
59495,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
210593,THEFT,THEFT OF IDENTITY
394436,VEHICLE STOLEN,VEHICLE - STOLEN
698156,VEHICLE STOLEN,VEHICLE - STOLEN
144153,VEHICLE STOLEN,VEHICLE - STOLEN
208623,VEHICLE STOLEN,VEHICLE - STOLEN
842553,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
809540,THEFT,THEFT OF IDENTITY
923158,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
123745,ROBBERY,ROBBERY
519564,TRESPASSING,TRESPASSING
247558,THEFT,THEFT OF IDENTITY
603797,BRANDISH WEAPON,BRANDISH WEAPON
895173,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
450818,BURGLARY,BURGLARY
510504,BURGLARY,BURGLARY
476238,DISTURBING THE PEACE,DISTURBING THE PEACE
703430,ASSAULT,OTHER ASSAULT
707295,BURGLARY,BURGLARY
791746,CRIME ON CHILD,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT
282696,ROBBERY,ROBBERY
549647,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
589811,PICKPOCKET,PICKPOCKET
272870,VEHICLE STOLEN,VEHICLE - STOLEN
119180,VEHICLE STOLEN,VEHICLE - STOLEN
510649,VEHICLE STOLEN,BIKE - STOLEN
114557,BURGLARY,BURGLARY FROM VEHICLE
255690,ASSAULT,BATTERY POLICE (SIMPLE)
256474,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
1795,THEFT,THEFT OF IDENTITY
483842,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
350629,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
701864,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
311183,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
97104,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
681463,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
109193,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
972868,ASSAULT,BATTERY - SIMPLE ASSAULT
885159,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
979412,ASSAULT,BATTERY - SIMPLE ASSAULT
699934,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
979849,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
559590,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
844297,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200184,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
472679,BURGLARY,BURGLARY FROM VEHICLE
936543,BURGLARY,BURGLARY FROM VEHICLE
343757,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
144463,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
382398,ROBBERY,ROBBERY
255847,SEXUAL CRIME,"RAPE, FORCIBLE"
385927,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
711755,VEHICLE STOLEN,VEHICLE - STOLEN
158036,BOMB SCARE,BOMB SCARE
198539,ROBBERY,ROBBERY
228286,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
741394,BURGLARY,BURGLARY
730502,BURGLARY,BURGLARY
659248,VEHICLE STOLEN,VEHICLE - STOLEN
739547,KIDNAPPING,KIDNAPPING
29137,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
926872,THEFT,THEFT OF IDENTITY
968480,CRIME ON CHILD,CHILD NEGLECT (SEE 300 W.I.C.)
781562,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
85529,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
918749,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
970846,ASSAULT,BATTERY POLICE (SIMPLE)
451072,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
724244,BURGLARY,BURGLARY FROM VEHICLE
485366,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
49752,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
335238,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
705522,ASSAULT,BATTERY - SIMPLE ASSAULT
239528,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
576513,ASSAULT,BATTERY - SIMPLE ASSAULT
827264,ROBBERY,ROBBERY
111052,TRESPASSING,TRESPASSING
429699,BURGLARY,"BURGLARY, ATTEMPTED"
680071,BURGLARY,BURGLARY FROM VEHICLE
521491,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
232312,BURGLARY,BURGLARY FROM VEHICLE
284334,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
625826,VEHICLE STOLEN,VEHICLE - STOLEN
595738,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
218619,THEFT,THEFT OF IDENTITY
24619,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
318285,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
272401,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
545530,THEFT,THEFT OF IDENTITY
595449,THEFT,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)"
305083,VEHICLE STOLEN,VEHICLE - STOLEN
154332,BURGLARY,BURGLARY FROM VEHICLE
852780,BURGLARY,BURGLARY FROM VEHICLE
893962,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
169960,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
340632,THEFT,THEFT OF IDENTITY
120812,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
279889,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
692376,VEHICLE STOLEN,VEHICLE - STOLEN
821763,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
670159,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
755161,THEFT,THEFT OF IDENTITY
778369,THEFT,THEFT OF IDENTITY
667353,SEXUAL CRIME,SEXUAL PENETRATION W/FOREIGN OBJECT
128274,SEXUAL CRIME,LEWD CONDUCT
503764,THEFT,THEFT OF IDENTITY
897098,BURGLARY,BURGLARY FROM VEHICLE
636094,BURGLARY,BURGLARY FROM VEHICLE
700314,SEXUAL CRIME,SEXUAL PENETRATION W/FOREIGN OBJECT
935581,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
877809,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
413776,VEHICLE STOLEN,VEHICLE - STOLEN
512212,BURGLARY,BURGLARY
792875,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
105095,VEHICLE STOLEN,VEHICLE - STOLEN
147282,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
891608,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
936607,ROBBERY,ROBBERY
241414,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
850147,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
484472,VEHICLE STOLEN,VEHICLE - STOLEN
450540,VEHICLE STOLEN,VEHICLE - STOLEN
344540,VEHICLE STOLEN,BIKE - STOLEN
180652,TRESPASSING,TRESPASSING
805372,ROBBERY,ATTEMPTED ROBBERY
642937,THEFT,THEFT OF IDENTITY
653789,ASSAULT,BATTERY - SIMPLE ASSAULT
705007,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
575501,THEFT,THEFT OF IDENTITY
224446,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
477953,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
815121,ROBBERY,ROBBERY
805918,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
480786,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
271511,BRANDISH WEAPON,BRANDISH WEAPON
890919,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
466527,ROBBERY,ROBBERY
940691,SEXUAL CRIME,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH
325932,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
374121,ROBBERY,ROBBERY
691746,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
443872,THEFT,SHOPLIFTING-GRAND THEFT ($950.01 & OVER)
180757,BURGLARY,BURGLARY FROM VEHICLE
864787,ASSAULT,BATTERY - SIMPLE ASSAULT
848406,ROBBERY,ROBBERY
176986,ASSAULT,BATTERY - SIMPLE ASSAULT
382771,THEFT,THEFT OF IDENTITY
322593,BRANDISH WEAPON,BRANDISH WEAPON
394560,BURGLARY,BURGLARY FROM VEHICLE
394809,THEFT,"BUNCO, GRAND THEFT"
674096,VEHICLE STOLEN,VEHICLE - STOLEN
348734,VEHICLE STOLEN,VEHICLE - STOLEN
185153,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
96335,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
320428,BURGLARY,BURGLARY
558003,THEFT,"BUNCO, GRAND THEFT"
646439,BURGLARY,BURGLARY
562218,BURGLARY,BURGLARY
214094,THEFT,THEFT OF IDENTITY
907302,DRIVING CRIME,FAILURE TO YIELD
608942,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
214654,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
955199,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
452389,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
516314,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
408056,BURGLARY,BURGLARY FROM VEHICLE
854445,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
199936,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
936126,SEXUAL CRIME,BATTERY WITH SEXUAL CONTACT
515685,VEHICLE STOLEN,VEHICLE - STOLEN
975271,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
667480,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
790228,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
509262,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
785445,VEHICLE STOLEN,VEHICLE - STOLEN
974063,ASSAULT,BATTERY - SIMPLE ASSAULT
580941,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
709391,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
327822,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
755325,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
923204,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
23375,BURGLARY,BURGLARY
355239,BRANDISH WEAPON,BRANDISH WEAPON
298984,BURGLARY,BURGLARY FROM VEHICLE
814255,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
725176,VEHICLE STOLEN,VEHICLE - STOLEN
345333,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
948438,VEHICLE STOLEN,VEHICLE - STOLEN
216270,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
680162,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
443078,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
349848,FRAUD,"BUNCO, PETTY THEFT"
129976,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
384089,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
367274,BURGLARY,BURGLARY
895991,VEHICLE STOLEN,VEHICLE - STOLEN
423816,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
725453,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
539644,ROBBERY,ROBBERY
574934,VEHICLE STOLEN,VEHICLE - STOLEN
731977,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
562553,THEFT,SHOPLIFTING-GRAND THEFT ($950.01 & OVER)
553476,THEFT,THEFT OF IDENTITY
816408,VEHICLE STOLEN,VEHICLE - STOLEN
35842,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
82792,BURGLARY,BURGLARY
90088,VEHICLE STOLEN,VEHICLE - STOLEN
700550,THEFT,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)"
764215,ASSAULT,BATTERY - SIMPLE ASSAULT
301832,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
601698,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
68966,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
980075,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
972403,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
420078,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
780235,VEHICLE STOLEN,VEHICLE - STOLEN
12399,BRANDISH WEAPON,BRANDISH WEAPON
322997,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
926931,ROBBERY,ROBBERY
854264,ROBBERY,ATTEMPTED ROBBERY
263018,THEFT,THEFT OF IDENTITY
743735,VEHICLE STOLEN,VEHICLE - STOLEN
415802,SEXUAL CRIME,"RAPE, ATTEMPTED"
732367,ASSAULT,BATTERY - SIMPLE ASSAULT
501429,VEHICLE STOLEN,VEHICLE - STOLEN
449712,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
864732,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
457509,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
607039,BURGLARY,BURGLARY FROM VEHICLE
807564,VEHICLE STOLEN,VEHICLE - STOLEN
667446,THEFT,THEFT OF IDENTITY
769677,ASSAULT,BATTERY - SIMPLE ASSAULT
799427,TRESPASSING,TRESPASSING
126630,ASSAULT,BATTERY - SIMPLE ASSAULT
921318,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
437122,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
972348,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
250765,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
812627,ASSAULT,BATTERY - SIMPLE ASSAULT
380069,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
697365,THEFT,"BUNCO, GRAND THEFT"
341310,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
118177,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
237843,THEFT,THEFT OF IDENTITY
429611,BURGLARY,BURGLARY
570149,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
637066,THEFT,THEFT OF IDENTITY
628109,THEFT,THEFT OF IDENTITY
14653,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
231431,BURGLARY,BURGLARY FROM VEHICLE
783512,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
365491,BURGLARY,BURGLARY FROM VEHICLE
179567,VEHICLE STOLEN,VEHICLE - STOLEN
534518,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
682454,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
187796,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
385809,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
160191,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
928875,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
932724,BURGLARY,BURGLARY FROM VEHICLE
931054,BURGLARY,BURGLARY FROM VEHICLE
109779,BURGLARY,BURGLARY
509478,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
820707,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
968732,ASSAULT,BATTERY - SIMPLE ASSAULT
809351,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
556412,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
385381,THEFT,THEFT OF IDENTITY
377401,BURGLARY,BURGLARY FROM VEHICLE
805091,ROBBERY,ROBBERY
617822,VEHICLE STOLEN,VEHICLE - STOLEN
436249,THEFT,THEFT OF IDENTITY
201209,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
488333,THEFT,THEFT OF IDENTITY
213064,VEHICLE STOLEN,VEHICLE - STOLEN
893721,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
925261,BURGLARY,BURGLARY
524362,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
440517,VEHICLE STOLEN,VEHICLE - STOLEN
678839,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
96014,VEHICLE STOLEN,BIKE - STOLEN
157562,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
773299,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
107106,CRIME ON CHILD,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
543085,VEHICLE STOLEN,VEHICLE - STOLEN
943070,ROBBERY,ROBBERY
689404,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
745118,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
245602,BURGLARY,BURGLARY
346959,VEHICLE STOLEN,VEHICLE - STOLEN
330977,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
723815,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
788245,ASSAULT,BATTERY - SIMPLE ASSAULT
529980,VEHICLE STOLEN,VEHICLE - STOLEN
972332,ASSAULT,BATTERY - SIMPLE ASSAULT
513094,ASSAULT,BATTERY - SIMPLE ASSAULT
970301,ASSAULT,BATTERY - SIMPLE ASSAULT
924420,DRIVING CRIME,FAILURE TO YIELD
465159,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
494478,SEXUAL CRIME,SEXUAL PENETRATION W/FOREIGN OBJECT
874614,BRANDISH WEAPON,BRANDISH WEAPON
626109,BURGLARY,BURGLARY
749925,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
535718,ASSAULT,BATTERY - SIMPLE ASSAULT
468570,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
664720,THEFT,THEFT OF IDENTITY
800598,THEFT,THEFT OF IDENTITY
535412,BURGLARY,BURGLARY
65774,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
834067,THEFT,THEFT OF IDENTITY
360599,THEFT,THEFT OF IDENTITY
885320,VEHICLE STOLEN,VEHICLE - STOLEN
657688,ASSAULT,BATTERY - SIMPLE ASSAULT
893422,PICKPOCKET,PICKPOCKET
278620,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
807709,PICKPOCKET,PICKPOCKET
546753,SEXUAL CRIME,BATTERY WITH SEXUAL CONTACT
575086,VEHICLE STOLEN,VEHICLE - ATTEMPT STOLEN
418842,THEFT,THEFT OF IDENTITY
897941,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
636681,ROBBERY,ROBBERY
187463,BURGLARY,BURGLARY
466381,CONTEMPT OF COURT,CONTEMPT OF COURT
945634,VEHICLE STOLEN,VEHICLE - STOLEN
203883,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
640330,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
909417,BURGLARY,BURGLARY FROM VEHICLE
153523,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
964959,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
463819,VEHICLE STOLEN,VEHICLE - STOLEN
479009,BURGLARY,BURGLARY FROM VEHICLE
151099,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
912497,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
750049,VEHICLE STOLEN,VEHICLE - STOLEN
205292,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
969490,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
17539,MURDER,CRIMINAL HOMICIDE
839915,THEFT,THEFT OF IDENTITY
442280,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
307830,CRIME ON CHILD,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT
840267,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
565680,BURGLARY,BURGLARY FROM VEHICLE
79557,BRANDISH WEAPON,BRANDISH WEAPON
700713,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
730661,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
764908,BURGLARY,"BURGLARY, ATTEMPTED"
807179,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
357413,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
850491,THEFT,THEFT OF IDENTITY
845084,BURGLARY,"BURGLARY, ATTEMPTED"
428115,ROBBERY,ROBBERY
278128,ASSAULT,BATTERY - SIMPLE ASSAULT
412767,BURGLARY,BURGLARY
828310,BURGLARY,BURGLARY FROM VEHICLE
8301,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
669027,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
809284,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
616385,THEFT,THEFT OF IDENTITY
